genome,sortase_present,sortase_count,lpxtg_present,lpxtg_count,bacteriocin_present,bacteriocin_count,crispr_cas_present,crispr_cas_count,stress_universal_present,stress_universal_count,clp_protease_present,clp_protease_count,phage_resistance_present,phage_resistance_count,amr_present,amr_count,virulence_present,virulence_count,phage_present,phage_count,total_genes,accession,label,adhesion_module,antimicrobial_module,phage_defense_module,stress_module,amr_module,virulence_module,mobile_elements_module,adhesion_norm,stress_norm,phage_defense_norm,amr_norm,virulence_norm,defense_vs_risk,survival_vs_mobile,adhesion_vs_genome,probiotic_potential
GCF_004009815.1_ASM400981v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,4.0,1,3.0,1,45.0,1,15.0,1,307.0,4137,GCF_004009815.1,0,0.0,0.0,3.0,5.0,45.0,15.0,307.0,0.0,0.001208313194780087,0.0007249879168680521,0.010874818753020783,0.003624939584340261,0.04918032786885246,0.016233766233766232,0.0,-0.06065732237796036
GCF_004011315.1_ASM401131v1_genomic,1,2.0,1,1.0,1,4.0,1,55.0,1,2.0,1,5.0,1,4.0,1,34.0,1,11.0,1,83.0,2108,GCF_004011315.1,1,3.0,4.0,59.0,7.0,34.0,11.0,83.0,0.001422475106685633,0.003319108582266477,0.02797534376481745,0.016121384542437174,0.005215742057847321,1.3695652173913044,0.08333333333333333,0.001422475106685633,0.7971550497866288
GCF_004028355.1_ASM402835v1_genomic,1,2.0,1,3.0,1,13.0,1,20.0,1,1.0,1,7.0,1,4.0,1,17.0,1,15.0,1,147.0,2038,GCF_004028355.1,0,5.0,13.0,24.0,8.0,17.0,15.0,147.0,0.0024521824423737125,0.00392349190779794,0.011770475723393821,0.008337420304070623,0.007356547327121138,1.121212121212121,0.05405405405405406,0.0024521824423737125,2.5843060323688087
GCF_004114715.1_ASM411471v1_genomic,0,0.0,0,0.0,1,2.0,1,93.0,1,2.0,1,4.0,1,7.0,1,41.0,1,2.0,1,143.0,3748,GCF_004114715.1,1,0.0,2.0,100.0,6.0,41.0,2.0,143.0,0.0,0.0016004267804747934,0.026673779674579887,0.010936249666577753,0.0005334755934915977,2.3181818181818183,0.041666666666666664,0.0,0.42694051747132566
GCF_004114755.1_ASM411475v1_genomic,1,1.0,1,2.0,1,6.0,1,75.0,1,2.0,1,4.0,1,5.0,1,26.0,1,19.0,1,165.0,2363,GCF_004114755.1,1,3.0,6.0,80.0,6.0,26.0,19.0,165.0,0.0012690355329949238,0.0025380710659898475,0.0338409475465313,0.010998307952622674,0.008037225042301184,1.8695652173913044,0.03614457831325301,0.0012690355329949238,1.2300338409475466
GCF_004208435.1_ASM420843v1_genomic,1,1.0,1,1.0,1,2.0,1,32.0,0,0.0,1,4.0,1,2.0,1,26.0,1,4.0,1,15.0,3245,GCF_004208435.1,0,2.0,2.0,34.0,4.0,26.0,4.0,15.0,0.0006161429451632779,0.0012322858903265558,0.010474430067775724,0.008009858287122612,0.0012322858903265558,1.1612903225806452,0.25,0.0006161429451632779,0.3913739987677141
GCF_004208455.1_ASM420845v1_genomic,1,1.0,1,1.0,1,2.0,1,25.0,0,0.0,1,4.0,1,2.0,1,26.0,1,4.0,1,15.0,3236,GCF_004208455.1,0,2.0,2.0,27.0,4.0,26.0,4.0,15.0,0.0006178560395427865,0.001235712079085573,0.008341056533827619,0.008032128514056224,0.001235712079085573,0.9354838709677419,0.25,0.0006178560395427865,0.3848625270312018
GCF_004291255.1_ASM429125v1_genomic,1,1.0,1,3.0,1,29.0,0,0.0,1,1.0,1,5.0,1,2.0,1,24.0,1,10.0,1,99.0,2209,GCF_004291255.1,0,4.0,29.0,2.0,6.0,24.0,10.0,99.0,0.0018099547511312218,0.0027149321266968325,0.0009049773755656109,0.01085972850678733,0.004524886877828055,0.8857142857142857,0.06,0.0018099547511312218,5.743891402714932
GCF_004296435.1_ASM429643v1_genomic,0,0.0,0,0.0,1,1.0,0,0.0,1,3.0,1,4.0,1,16.0,1,50.0,1,16.0,1,88.0,4623,GCF_004296435.1,0,0.0,1.0,16.0,7.0,50.0,16.0,88.0,0.0,0.001513840830449827,0.0034602076124567475,0.010813148788927335,0.0034602076124567475,0.2537313432835821,0.07865168539325842,0.0,0.14896193771626298
GCF_004319585.1_ASM431958v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,1,7.0,1,6.0,1,44.0,1,20.0,1,45.0,3721,GCF_004319585.1,0,0.0,0.0,6.0,9.0,44.0,20.0,45.0,0.0,0.0024180548092423426,0.0016120365394948952,0.011821601289629231,0.0053734551316496505,0.09230769230769231,0.1956521739130435,0.0,-0.06555615260612574
GCF_004319645.1_ASM431964v1_genomic,1,1.0,0,0.0,0,0.0,0,0.0,1,4.0,1,4.0,1,8.0,1,53.0,1,28.0,1,57.0,4627,GCF_004319645.1,0,1.0,0.0,8.0,8.0,53.0,28.0,57.0,0.000216076058772688,0.001728608470181504,0.001728608470181504,0.011452031114952464,0.006050129645635264,0.0975609756097561,0.13793103448275862,0.000216076058772688,-0.06633535004321522
GCF_004319685.1_ASM431968v1_genomic,1,1.0,1,3.0,0,0.0,1,121.0,0,0.0,1,4.0,1,5.0,1,23.0,1,11.0,1,18.0,2057,GCF_004319685.1,1,4.0,0.0,126.0,4.0,23.0,11.0,18.0,0.001943634596695821,0.001943634596695821,0.061224489795918366,0.011175898931000973,0.005344995140913508,3.6,0.21052631578947367,0.001943634596695821,0.11953352769679297
GCF_004337595.1_ASM433759v1_genomic,0,0.0,0,0.0,0,0.0,1,1.0,1,3.0,1,4.0,1,6.0,1,49.0,1,14.0,1,208.0,3843,GCF_004337595.1,0,0.0,0.0,7.0,7.0,49.0,14.0,208.0,0.0,0.0018210197710718003,0.0018210197710718003,0.012747138397502602,0.0036420395421436005,0.109375,0.03349282296650718,0.0,-0.06555671175858482
GCF_004345065.1_ASM434506v1_genomic,0,0.0,0,0.0,1,5.0,1,1.0,0,0.0,1,3.0,1,3.0,1,16.0,1,13.0,1,4.0,2180,GCF_004345065.1,0,0.0,5.0,4.0,3.0,16.0,13.0,4.0,0.0,0.001375515818431912,0.0018340210912425492,0.007336084364970197,0.005960568546538285,0.3,0.6,0.0,0.9536909674461256
GCF_004355205.1_ASM435520v1_genomic,1,1.0,0,0.0,0,0.0,0,0.0,1,4.0,1,4.0,1,10.0,1,54.0,1,31.0,1,69.0,4782,GCF_004355205.1,0,1.0,0.0,10.0,8.0,54.0,31.0,69.0,0.0002090738030524775,0.00167259042441982,0.0020907380305247754,0.011289985364833787,0.006481287894626803,0.11627906976744186,0.11428571428571428,0.0002090738030524775,-0.06585824796153042
GCF_004355265.1_ASM435526v1_genomic,1,2.0,1,1.0,1,2.0,1,67.0,1,6.0,1,4.0,1,2.0,1,27.0,1,3.0,1,21.0,2039,GCF_004355265.1,1,3.0,2.0,69.0,10.0,27.0,3.0,21.0,0.0014705882352941176,0.004901960784313725,0.033823529411764704,0.013235294117647059,0.0014705882352941176,2.2903225806451615,0.45454545454545453,0.0014705882352941176,0.44362745098039214
GCF_004634545.1_ASM463454v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,4.0,1,8.0,1,32.0,1,7.0,1,304.0,3767,GCF_004634545.1,0,0.0,0.0,8.0,5.0,32.0,7.0,304.0,0.0,0.001326963906581741,0.0021231422505307855,0.008492569002123142,0.0018577494692144374,0.2,0.01639344262295082,0.0,-0.03901273885350318
GCF_004637245.1_ASM463724v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,4.0,1,3.0,1,45.0,1,15.0,1,310.0,4151,GCF_004637245.1,0,0.0,0.0,3.0,5.0,45.0,15.0,310.0,0.0,0.0012042389210019267,0.000722543352601156,0.01083815028901734,0.0036127167630057803,0.04918032786885246,0.01607717041800643,0.0,-0.06045279383429673
GCF_004684305.1_ASM468430v1_genomic,0,0.0,0,0.0,1,3.0,0,0.0,1,3.0,1,4.0,1,19.0,1,50.0,1,18.0,1,110.0,4987,GCF_004684305.1,0,0.0,3.0,19.0,7.0,50.0,18.0,110.0,0.0,0.0014033680834001604,0.003809141940657578,0.010024057738572574,0.0036086607858861267,0.3188405797101449,0.06306306306306306,0.0,0.5532878909382517
GCF_004684325.1_ASM468432v1_genomic,0,0.0,0,0.0,1,3.0,0,0.0,1,3.0,1,4.0,1,19.0,1,50.0,1,18.0,1,110.0,4956,GCF_004684325.1,0,0.0,3.0,19.0,7.0,50.0,18.0,110.0,0.0,0.0014121444422029454,0.003832963485979423,0.010086746015735323,0.0036312285656647167,0.3188405797101449,0.06306306306306306,0.0,0.5529957635666735
GCF_005311025.1_ASM531102v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,1,5.0,1,4.0,1,59.0,1,25.0,1,20.0,3892,GCF_005311025.1,0,0.0,0.0,4.0,8.0,59.0,25.0,20.0,0.0,0.0020549704597996403,0.0010274852298998202,0.015155407141022348,0.006421782686873876,0.047058823529411764,0.38095238095238093,0.0,-0.08784998715643463
GCF_005519305.1_ASM551930v1_genomic,0,0.0,0,0.0,0,0.0,1,162.0,1,1.0,1,4.0,1,2.0,1,41.0,1,14.0,1,44.0,3263,GCF_005519305.1,0,0.0,0.0,164.0,5.0,41.0,14.0,44.0,0.0,0.0015318627450980392,0.05024509803921569,0.012561274509803922,0.00428921568627451,2.9285714285714284,0.1111111111111111,0.0,0.07812500000000001
GCF_005706655.1_ASM570665v1_genomic,0,0.0,1,1.0,0,0.0,1,76.0,0,0.0,1,3.0,1,14.0,1,54.0,1,18.0,1,45.0,4532,GCF_005706655.1,0,1.0,0.0,90.0,3.0,54.0,18.0,45.0,0.00022060445621001543,0.0006618133686300463,0.01985440105890139,0.011912640635340834,0.003970880211780278,1.2328767123287672,0.06521739130434782,0.00022060445621001543,-0.010147804985660706
GCF_005886055.1_ASM588605v1_genomic,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,1,3.0,1,1.0,1,33.0,1,3.0,1,16.0,2328,GCF_005886055.1,0,1.0,0.0,2.0,3.0,33.0,3.0,16.0,0.00042936882782310007,0.0012881064834693002,0.0008587376556462001,0.014169171318162302,0.0012881064834693002,0.05405405405405406,0.17647058823529413,0.00042936882782310007,-0.068699012451696
GCF_005886075.1_ASM588607v1_genomic,1,2.0,1,2.0,1,10.0,1,43.0,1,2.0,1,5.0,1,3.0,1,24.0,1,13.0,1,48.0,2100,GCF_005886075.1,0,4.0,10.0,46.0,7.0,24.0,13.0,48.0,0.0019038553069966682,0.0033317467872441696,0.021894336030461686,0.01142313184198001,0.006187529747739172,1.4736842105263157,0.14285714285714285,0.0019038553069966682,2.0004759638267497
GCF_006088775.1_ASM608877v1_genomic,1,2.0,1,2.0,0,0.0,1,6.0,1,1.0,1,6.0,0,0.0,1,8.0,1,6.0,1,25.0,1934,GCF_006088775.1,0,4.0,0.0,6.0,7.0,8.0,6.0,25.0,0.0020671834625322996,0.0036175710594315244,0.0031007751937984496,0.004134366925064599,0.0031007751937984496,0.4,0.2692307692307692,0.0020671834625322996,-0.009302325581395349
GCF_006094315.1_ASM609431v1_genomic,0,0.0,1,1.0,1,3.0,0,0.0,1,9.0,1,6.0,1,33.0,1,111.0,1,39.0,1,161.0,7897,GCF_006094315.1,0,1.0,3.0,33.0,15.0,111.0,39.0,161.0,0.00012661433274246644,0.0018992149911369967,0.004178272980501393,0.014054190934413775,0.004937958976956191,0.23841059602649006,0.09259259259259259,0.00012661433274246644,0.5315016459863257
GCF_006165035.1_ASM616503v1_genomic,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,1,3.0,1,2.0,1,25.0,1,8.0,1,20.0,2179,GCF_006165035.1,0,0.0,0.0,3.0,4.0,25.0,8.0,20.0,0.0,0.001834862385321101,0.0013761467889908258,0.011467889908256881,0.003669724770642202,0.08823529411764706,0.19047619047619047,0.0,-0.060550458715596334
GCF_006364235.1_ASM636423v1_genomic,1,2.0,1,3.0,1,13.0,1,20.0,1,1.0,1,7.0,1,4.0,1,17.0,1,15.0,1,147.0,2039,GCF_006364235.1,0,5.0,13.0,24.0,8.0,17.0,15.0,147.0,0.0024509803921568627,0.00392156862745098,0.011764705882352941,0.008333333333333333,0.007352941176470588,1.121212121212121,0.05405405405405406,0.0024509803921568627,2.5843137254901962
GCF_006364295.1_ASM636429v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,9.0,1,4.0,1,40.0,1,54.0,1,28.0,1,108.0,5428,GCF_006364295.1,0,0.0,0.0,40.0,13.0,54.0,28.0,108.0,0.0,0.002394547798857985,0.007367839381101492,0.009946583164487014,0.005157487566771045,0.4819277108433735,0.11926605504587157,0.0,-0.038312764781727765
GCF_006546965.1_ASM654696v1_genomic,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,1,13.0,1,63.0,1,28.0,1,210.0,5367,GCF_006546965.1,0,1.0,0.0,13.0,5.0,63.0,28.0,210.0,0.00018628912071535022,0.0009314456035767511,0.002421758569299553,0.011736214605067064,0.005216095380029807,0.14130434782608695,0.023696682464454975,0.00018628912071535022,-0.06482861400894188
GCF_006704185.1_ASM670418v1_genomic,1,1.0,0,0.0,1,2.0,1,114.0,1,1.0,1,5.0,1,2.0,1,25.0,1,8.0,1,55.0,2180,GCF_006704185.1,0,1.0,2.0,116.0,6.0,25.0,8.0,55.0,0.0004585052728106373,0.002751031636863824,0.05318661164603393,0.011462631820265932,0.0036680421824850985,3.4705882352941178,0.10714285714285714,0.0004585052728106373,0.4976616231086657
GCF_006740305.1_ASM674030v1_genomic,1,1.0,1,1.0,1,1.0,1,39.0,1,1.0,1,5.0,1,3.0,1,27.0,1,6.0,1,79.0,1973,GCF_006740305.1,0,2.0,1.0,42.0,6.0,27.0,6.0,79.0,0.0010131712259371835,0.00303951367781155,0.02127659574468085,0.013677811550151976,0.00303951367781155,1.2647058823529411,0.075,0.0010131712259371835,0.1944275582573455
GCF_006742345.1_ASM674234v1_genomic,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,4.0,1,20.0,1,59.0,1,27.0,1,77.0,4333,GCF_006742345.1,0,0.0,1.0,20.0,4.0,59.0,27.0,77.0,0.0,0.0009229349330872173,0.0046146746654360865,0.013613290263036456,0.006229810798338717,0.2413793103448276,0.05128205128205128,0.0,0.12893401015228428
GCF_006757745.1_ASM675774v1_genomic,0,0.0,0,0.0,0,0.0,1,124.0,1,1.0,1,4.0,1,2.0,1,41.0,1,10.0,1,67.0,3439,GCF_006757745.1,0,0.0,0.0,126.0,5.0,41.0,10.0,67.0,0.0,0.0014534883720930232,0.03662790697674419,0.011918604651162791,0.0029069767441860465,2.423076923076923,0.07352941176470588,0.0,0.04447674418604652
GCF_007005625.1_ASM700562v1_genomic,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,1,3.0,1,2.0,1,30.0,1,5.0,1,5.0,2300,GCF_007005625.1,0,1.0,0.0,3.0,3.0,30.0,5.0,5.0,0.000434593654932638,0.001303780964797914,0.001303780964797914,0.01303780964797914,0.0021729682746631897,0.08333333333333333,0.5,0.000434593654932638,-0.06431986093003042
GCF_007012325.1_ASM701232v1_genomic,0,0.0,0,0.0,0,0.0,1,49.0,0,0.0,1,4.0,1,23.0,1,65.0,1,34.0,1,170.0,6148,GCF_007012325.1,0,0.0,0.0,72.0,4.0,65.0,34.0,170.0,0.0,0.0006505122784192552,0.011709221011546592,0.010570824524312896,0.0055293543665636685,0.72,0.023391812865497075,0.0,-0.0330134981297772
GCF_007179295.1_ASM717929v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,1,4.0,1,12.0,1,53.0,1,12.0,1,174.0,4459,GCF_007179295.1,0,0.0,0.0,12.0,7.0,53.0,12.0,174.0,0.0,0.001569506726457399,0.0026905829596412557,0.01188340807174888,0.0026905829596412557,0.18181818181818182,0.04,0.0,-0.0562780269058296
GCF_008180305.1_ASM818030v1_genomic,0,0.0,0,0.0,0,0.0,1,2.0,1,3.0,1,4.0,1,5.0,1,46.0,1,18.0,1,117.0,3753,GCF_008180305.1,0,0.0,0.0,7.0,7.0,46.0,18.0,117.0,0.0,0.0018646776771443793,0.0018646776771443793,0.012253596164091636,0.004794885455514118,0.1076923076923077,0.059322033898305086,0.0,-0.06632924880127863
GCF_008253725.1_ASM825372v1_genomic,1,1.0,1,4.0,1,26.0,0,0.0,1,1.0,1,4.0,1,2.0,1,25.0,1,11.0,1,67.0,2133,GCF_008253725.1,0,5.0,26.0,2.0,5.0,25.0,11.0,67.0,0.0023430178069353325,0.0023430178069353325,0.0009372071227741331,0.011715089034676664,0.005154639175257732,0.7567567567567568,0.07352941176470588,0.0023430178069353325,5.138144329896907
GCF_008305695.1_ASM830569v1_genomic,1,1.0,1,5.0,1,22.0,1,35.0,1,1.0,1,6.0,1,2.0,1,40.0,1,10.0,1,81.0,2400,GCF_008305695.1,0,6.0,22.0,37.0,7.0,40.0,10.0,81.0,0.0024989587671803417,0.0029154518950437317,0.015410245730945439,0.01665972511453561,0.004164931278633903,1.1568627450980393,0.08536585365853659,0.0024989587671803417,4.361266139108705
GCF_008369705.1_ASM836970v1_genomic,0,0.0,1,1.0,1,2.0,1,31.0,0,0.0,1,3.0,1,11.0,1,56.0,1,16.0,1,57.0,4654,GCF_008369705.1,0,1.0,2.0,42.0,3.0,56.0,16.0,57.0,0.00021482277121374866,0.0006444683136412459,0.009022556390977444,0.012030075187969926,0.0034371643394199786,0.6027397260273972,0.05172413793103448,0.00021482277121374866,0.35832438238453274
GCF_008693685.1_ASM869368v1_genomic,1,1.0,0,0.0,0,0.0,1,1.0,1,5.0,1,4.0,1,5.0,1,50.0,1,40.0,1,74.0,4523,GCF_008693685.1,0,1.0,0.0,6.0,9.0,50.0,40.0,74.0,0.00022104332449160034,0.001989389920424403,0.001326259946949602,0.011052166224580018,0.008841732979664015,0.06593406593406594,0.12,0.00022104332449160034,-0.07338638373121131
GCF_008727375.1_ASM872737v1_genomic,0,0.0,0,0.0,1,4.0,1,27.0,0,0.0,1,3.0,1,2.0,1,21.0,1,3.0,1,16.0,1947,GCF_008727375.1,0,0.0,4.0,29.0,3.0,21.0,3.0,16.0,0.0,0.001540041067761807,0.014887063655030801,0.010780287474332649,0.001540041067761807,1.32,0.17647058823529413,0.0,0.7892197125256674
GCF_008727495.1_ASM872749v1_genomic,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,1,3.0,1,3.0,1,22.0,1,12.0,1,22.0,2016,GCF_008727495.1,0,0.0,0.0,28.0,3.0,22.0,12.0,22.0,0.0,0.001487357461576599,0.013882002974714923,0.010907288051561725,0.005949429846306396,0.8,0.13043478260869565,0.0,-0.027764005949429852
GCF_008728395.1_ASM872839v1_genomic,0,0.0,0,0.0,1,1.0,1,23.0,0,0.0,1,4.0,1,15.0,1,61.0,1,19.0,1,73.0,4385,GCF_008728395.1,0,0.0,1.0,38.0,4.0,61.0,19.0,73.0,0.0,0.0009119927040583675,0.008663930688554491,0.013907888736890105,0.004331965344277246,0.48148148148148145,0.05405405405405406,0.0,0.14528043775649796
GCF_008831385.1_ASM883138v1_genomic,0,0.0,0,0.0,0,0.0,1,207.0,1,3.0,1,4.0,1,1.0,1,18.0,1,4.0,1,36.0,2047,GCF_008831385.1,0,0.0,0.0,208.0,7.0,18.0,4.0,36.0,0.0,0.00341796875,0.1015625,0.0087890625,0.001953125,9.043478260869565,0.1891891891891892,0.0,0.26171875
GCF_008831485.1_ASM883148v1_genomic,0,0.0,0,0.0,1,1.0,1,118.0,1,2.0,1,5.0,1,3.0,1,17.0,1,13.0,1,101.0,1831,GCF_008831485.1,0,0.0,1.0,121.0,7.0,17.0,13.0,101.0,0.0,0.003820960698689956,0.06604803493449782,0.009279475982532752,0.007096069868995633,3.935483870967742,0.06862745098039216,0.0,0.33810043668122275
GCF_009497035.1_ASM949703v1_genomic,1,1.0,1,1.0,1,2.0,1,7.0,1,3.0,1,5.0,0,0.0,1,23.0,1,12.0,1,61.0,1807,GCF_009497035.1,0,2.0,2.0,7.0,8.0,23.0,12.0,61.0,0.0011061946902654867,0.004424778761061947,0.0038716814159292035,0.012721238938053098,0.00663716814159292,0.25,0.12903225806451613,0.0011061946902654867,0.3391592920353983
GCF_009497775.1_ASM949777v1_genomic,0,0.0,0,0.0,0,0.0,1,9.0,1,3.0,1,5.0,1,3.0,1,58.0,1,22.0,1,23.0,3867,GCF_009497775.1,0,0.0,0.0,12.0,8.0,58.0,22.0,23.0,0.0,0.002068252326783868,0.0031023784901758012,0.01499482936918304,0.005687693898655636,0.14814814814814814,0.3333333333333333,0.0,-0.07859358841778696
GCF_009556455.1_ASM955645v1_genomic,1,1.0,1,3.0,1,1.0,0,0.0,1,1.0,1,3.0,1,4.0,1,12.0,1,11.0,1,9.0,1338,GCF_009556455.1,0,4.0,1.0,4.0,4.0,12.0,11.0,9.0,0.002987303958177745,0.002987303958177745,0.002987303958177745,0.008961911874533234,0.008215085884988798,0.20833333333333334,0.4,0.002987303958177745,0.15145631067961166
GCF_009586235.1_ASM958623v1_genomic,0,0.0,0,0.0,1,3.0,0,0.0,1,6.0,1,6.0,1,33.0,1,108.0,1,40.0,1,70.0,7548,GCF_009586235.1,0,0.0,3.0,33.0,12.0,108.0,40.0,70.0,0.0,0.0015896145184792687,0.0043714399258179895,0.014306530666313419,0.005298715061597563,0.24161073825503357,0.16901408450704225,0.0,0.5288647502980527
GCF_009627535.1_ASM962753v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,4.0,1,8.0,1,32.0,1,7.0,1,304.0,3768,GCF_009627535.1,0,0.0,0.0,8.0,5.0,32.0,7.0,304.0,0.0,0.0013266118333775537,0.0021225789334040858,0.008490315733616343,0.0018572565667285751,0.2,0.01639344262295082,0.0,-0.03900238790130008
GCF_009627795.1_ASM962779v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,4.0,1,8.0,1,32.0,1,7.0,1,304.0,3766,GCF_009627795.1,0,0.0,0.0,8.0,5.0,32.0,7.0,304.0,0.0,0.0013273161667109105,0.002123705866737457,0.008494823466949828,0.0018582426333952748,0.2,0.01639344262295082,0.0,-0.03902309530130077
GCF_009627975.1_ASM962797v1_genomic,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,4.0,1,8.0,1,32.0,1,7.0,1,304.0,3769,GCF_009627975.1,0,0.0,0.0,8.0,5.0,32.0,7.0,304.0,0.0,0.001326259946949602,0.002122015915119363,0.008488063660477453,0.001856763925729443,0.2,0.01639344262295082,0.0,-0.0389920424403183
GCF_009664475.1_ASM966447v1_genomic,1,1.0,1,6.0,1,27.0,0,0.0,1,1.0,1,5.0,1,2.0,1,28.0,1,9.0,1,81.0,2173,GCF_009664475.1,0,7.0,27.0,2.0,6.0,28.0,9.0,81.0,0.003219871205151794,0.0027598896044158236,0.0009199632014719411,0.012879484820607176,0.004139834406623735,0.7631578947368421,0.07317073170731707,0.003219871205151794,5.337902483900644
GCF_009665355.1_ASM966535v1_genomic,1,2.0,0,0.0,1,2.0,0,0.0,1,5.0,1,4.0,1,11.0,1,62.0,1,14.0,1,31.0,4417,GCF_009665355.1,0,2.0,2.0,11.0,9.0,62.0,14.0,31.0,0.0004526935264825713,0.002037120869171571,0.002489814395654142,0.01403349932095971,0.003168854685377999,0.16883116883116883,0.28125,0.0004526935264825713,0.3327750113173382
GCF_009665455.1_ASM966545v1_genomic,1,1.0,0,0.0,0,0.0,0,0.0,1,3.0,1,4.0,1,6.0,1,50.0,1,40.0,1,61.0,4674,GCF_009665455.1,0,1.0,0.0,6.0,7.0,50.0,40.0,61.0,0.000213903743315508,0.001497326203208556,0.0012834224598930481,0.0106951871657754,0.008556149732620321,0.06593406593406594,0.11290322580645161,0.000213903743315508,-0.07187165775401069
GCF_009665475.1_ASM966547v1_genomic,1,1.0,0,0.0,1,2.0,1,3.0,1,4.0,1,4.0,1,5.0,1,55.0,1,34.0,1,52.0,4656,GCF_009665475.1,0,1.0,2.0,8.0,8.0,55.0,34.0,52.0,0.00021473051320592657,0.0017178441056474125,0.0017178441056474125,0.01181017822632596,0.007300837449001503,0.1111111111111111,0.1509433962264151,0.00021473051320592657,0.32806527807601454
GCF_009730255.1_ASM973025v1_genomic,1,1.0,1,5.0,1,1.0,1,20.0,1,2.0,1,5.0,0,0.0,1,19.0,1,5.0,1,19.0,1536,GCF_009730255.1,0,6.0,1.0,20.0,7.0,19.0,5.0,19.0,0.003903708523096942,0.004554326610279766,0.013012361743656473,0.01236174365647365,0.0032530904359141183,0.84,0.35,0.003903708523096942,0.18438516590761225
GCF_009730275.1_ASM973027v1_genomic,1,4.0,1,2.0,1,7.0,1,19.0,1,2.0,1,4.0,1,2.0,1,27.0,1,20.0,1,252.0,2533,GCF_009730275.1,0,6.0,7.0,21.0,6.0,27.0,20.0,252.0,0.0023677979479084454,0.0023677979479084454,0.008287292817679558,0.010655090765588003,0.007892659826361484,0.5833333333333334,0.023715415019762844,0.0023677979479084454,1.3573796369376478
GCF_009730315.1_ASM973031v1_genomic,1,3.0,1,4.0,1,1.0,1,1.0,0,0.0,1,3.0,1,5.0,1,31.0,1,3.0,1,14.0,1703,GCF_009730315.1,0,7.0,1.0,6.0,3.0,31.0,3.0,14.0,0.004107981220657277,0.0017605633802816902,0.0035211267605633804,0.018192488262910797,0.0017605633802816902,0.2,0.2,0.004107981220657277,0.126056338028169
GCF_009733885.1_ASM973388v1_genomic,1,2.0,0,0.0,1,6.0,1,19.0,1,1.0,1,3.0,1,1.0,1,50.0,1,5.0,1,84.0,3765,GCF_009733885.1,0,2.0,6.0,20.0,4.0,50.0,5.0,84.0,0.0005310674455655868,0.0010621348911311736,0.0053106744556558685,0.013276686139139671,0.0013276686139139671,0.4642857142857143,0.047058823529411764,0.0005310674455655868,1.148751991502921
GCF_009734125.1_ASM973412v1_genomic,0,0.0,1,2.0,0,0.0,1,115.0,1,1.0,1,5.0,1,1.0,1,29.0,1,5.0,1,38.0,2115,GCF_009734125.1,0,2.0,0.0,116.0,6.0,29.0,5.0,38.0,0.000945179584120983,0.002835538752362949,0.054820415879017016,0.013705103969754254,0.0023629489603024575,3.3142857142857145,0.15384615384615385,0.000945179584120983,0.09640831758034027
GCF_009734165.1_ASM973416v1_genomic,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,4.0,1,23.0,1,62.0,1,20.0,1,87.0,5194,GCF_009734165.1,0,0.0,1.0,23.0,4.0,62.0,20.0,87.0,0.0,0.0007699711260827719,0.004427333974975939,0.011934552454282965,0.0038498556304138597,0.2891566265060241,0.045454545454545456,0.0,0.14359961501443697
GCF_009734365.1_ASM973436v1_genomic,1,1.0,1,1.0,1,11.0,1,67.0,1,2.0,1,5.0,1,2.0,1,25.0,1,9.0,1,29.0,1984,GCF_009734365.1,0,2.0,11.0,69.0,7.0,25.0,9.0,29.0,0.0010075566750629723,0.003526448362720403,0.034760705289672546,0.012594458438287154,0.004534005037783375,2.2857142857142856,0.23333333333333334,0.0010075566750629723,2.2367758186397984
GCF_009738225.1_ASM973822v1_genomic,1,2.0,1,5.0,1,17.0,1,15.0,1,1.0,1,6.0,1,4.0,1,36.0,1,9.0,1,63.0,2353,GCF_009738225.1,0,7.0,17.0,19.0,7.0,36.0,9.0,63.0,0.002973661852166525,0.002973661852166525,0.008071367884451997,0.015293118096856415,0.0038232795242141037,0.782608695652174,0.109375,0.002973661852166525,3.3481733220050973
GCF_009738535.1_ASM973853v1_genomic,0,0.0,0,0.0,1,3.0,1,93.0,1,2.0,1,5.0,1,4.0,1,17.0,1,20.0,1,87.0,1779,GCF_009738535.1,0,0.0,3.0,97.0,7.0,17.0,20.0,87.0,0.0,0.003932584269662922,0.05449438202247191,0.009550561797752809,0.011235955056179775,2.6315789473684212,0.07954545454545454,0.0,0.6898876404494382
